Unnamed: 0,filename,candidates,choices,gamma,og_irv,og_condorcet,og_plurality,Bvote_free_irv,Bvote_free_condorcet,Bvote_free_plurality,Tvote_free_irv,Tvote_free_condorcet,Tvote_free_plurality,bullet_votes,voluntarily_truncated_votes,total_votes,level,gamma_complete,complete_ballots_count
0,Alaska_04102020_PRESIDENTOFTHEUNITEDSTATES.csv,8,5,0.67039812,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,,,3922,,19742,FEDERAL,,
1,Alaska_08162022_HouseofRepresentativesSpecial.csv,3,4,0.96684176,"Peltola, Mary S.","Begich, Nick","Peltola, Mary S.","Begich, Nick","Begich, Nick","Peltola, Mary S.","Begich, Nick","Begich, Nick","Peltola, Mary S.",56054,133333.0,188852,FEDERAL,0.887209784037897,55519.0
2,Alaska_11052024_President.csv,8,8,0.833382548,Trump/Vance,Trump/Vance,Trump/Vance,Harris/Walz,Harris/Walz,Harris/Walz,Harris/Walz,Harris/Walz,Harris/Walz,228278,301747.0,338650,FEDERAL,0.0001083922716310327,36903.0
3,Alaska_11052024_StateHouseD1.csv,3,4,0.953815999,"Bynum, Jeremy T.","Bynum, Jeremy T.","Bynum, Jeremy T.","Moran, Agnes C.","Moran, Agnes C.","Moran, Agnes C.","Echohawk, Grant","Moran, Agnes C.","Bynum, Jeremy T.",5310,6769.0,8163,STATE,0.7295552367288379,1394.0
4,Alaska_11052024_StateHouseD15.csv,3,4,0.982539683,"Costello, Mia","Costello, Mia","Costello, Mia","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny",6237,7576.0,8820,STATE,0.8762057877813505,1244.0
5,Alaska_11052024_StateHouseD19.csv,3,4,0.962251201,"Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G.",3242,3641.0,4371,STATE,0.773972602739726,730.0
6,Alaska_11052024_StateHouseD28.csv,3,4,0.923106746,"Moore, Elexie","Moore, Elexie","Moore, Elexie","Menard, Steve","Menard, Steve","Moore, Elexie","Menard, Steve","Menard, Steve","Menard, Steve",5142,5857.0,7738,STATE,0.68367889420521,1881.0
7,Alaska_11052024_StateHouseD36.csv,4,5,0.906753131,"Schwanke, Rebecca A.","Schwanke, Rebecca A.","Schwanke, Rebecca A.","Schwanke, Rebecca A.","Schwanke, Rebecca A.","Schwanke, Rebecca A.","Kowalski, Brandon P. ""Putuuqti""","Kowalski, Brandon P. ""Putuuqti""","Kowalski, Brandon P. ""Putuuqti""",5683,7865.0,8944,STATE,0.37256719184430026,1079.0
8,Alaska_11052024_StateHouseD38.csv,4,5,0.80964256,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""",1819,2462.0,3609,STATE,0.4664341761115955,1147.0
9,Alaska_11052024_StateHouseD40.csv,3,4,0.887471377,"Burke, Robyn ""Niayuq""","Burke, Robyn ""Niayuq""","Burke, Robyn ""Niayuq""","Burke, Robyn ""Niayuq""","Burke, Robyn ""Niayuq""","Burke, Robyn ""Niayuq""","Burke, Robyn ""Niayuq""","Burke, Robyn ""Niayuq""","Burke, Robyn ""Niayuq""",1751,2009.0,3057,STATE,0.6717557251908397,1048.0
10,Alaska_11052024_StateHouseD6.csv,3,4,0.972234387,"Vance, Sarah L.","Vance, Sarah L.","Vance, Sarah L.","Johnson, Brent","Johnson, Brent","Johnson, Brent","Johnson, Brent","Johnson, Brent","Johnson, Brent",8076,10173.0,11417,STATE,0.7451768488745981,1244.0
11,Alaska_11052024_StateSenateD.csv,3,4,0.981481481,"Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.",13048,16994.0,19332,STATE,0.8468776732249786,2338.0
12,Alaska_11052024_StateSenateF.csv,3,4,0.960321653,"Kaufman, James D.","Kaufman, James D.","Kaufman, James D.","Kaufman, James D.","Kaufman, James D.","Kaufman, James D.","Park, Janice L.","Park, Janice L.","Park, Janice L.",11785,14564.0,17037,STATE,0.7266477961989486,2473.0
13,Alaska_11052024_StateSenateL.csv,3,4,0.98032502,"Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.",12573,16805.0,19568,STATE,0.8606587043069128,2763.0
14,Alaska_11052024_StateSenateN.csv,3,4,0.929512559,"Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert",10272,11757.0,15407,STATE,0.7024657534246576,3650.0
15,Alaska_11052024_StateSenateR.csv,3,4,0.953318987,"Cronk, Mike","Cronk, Mike","Cronk, Mike","Fletcher, Savannah","Fletcher, Savannah","Fletcher, Savannah","Fletcher, Savannah","Fletcher, Savannah","Fletcher, Savannah",13088,15310.0,18123,STATE,0.6992534660504799,2813.0
16,Alaska_11052024_US_House.csv,4,5,0.919223552,"Begich, Nick","Begich, Nick","Begich, Nick","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.",219838,286400.0,329861,FEDERAL,0.4970433262005016,43461.0
17,Alaska_11082022_GovernorLieutenantGovernor.csv,4,5,0.88067079,Dunleavy/Dahlstrom,Dunleavy/Dahlstrom,Dunleavy/Dahlstrom,Dunleavy/Dahlstrom,Walker/Drygas,Dunleavy/Dahlstrom,Dunleavy/Dahlstrom,Walker/Drygas,Dunleavy/Dahlstrom,87901,216478.0,264470,STATE,0.4195699283213869,47992.0
18,Alaska_11082022_HouseDistrict10.csv,3,4,0.93600118,"Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.","Storm, Caroline","Storm, Caroline","Storm, Caroline","Storm, Caroline","Storm, Caroline","Storm, Caroline",4047,5414.0,6797,STATE,0.6854663774403471,1383.0
19,Alaska_11082022_HouseDistrict11.csv,3,4,0.94790989,"Coulombe, Julie","Coulombe, Julie","Featherly, Walter T.","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.",3961,6146.0,7679,STATE,0.7390737116764514,1533.0
20,Alaska_11082022_HouseDistrict15.csv,3,4,0.95557082,"McKay, Thomas W. ""Tom""","McKay, Thomas W. ""Tom""","Wells, Denny","McKay, Thomas W. ""Tom""","McKay, Thomas W. ""Tom""","McKay, Thomas W. ""Tom""","Wells, Denny","Wells, Denny","Wells, Denny",3681,5785.0,7270,STATE,0.7824915824915825,1485.0
21,Alaska_11082022_HouseDistrict18.csv,3,4,0.94289762,"Groh, Cliff","Groh, Cliff","Nelson, David","Groh, Cliff","Groh, Cliff","Groh, Cliff","Groh, Cliff","Groh, Cliff","Groh, Cliff",980,1559.0,2119,STATE,0.7839285714285714,560.0
22,Alaska_11082022_HouseDistrict20.csv,4,5,0.85363907,"Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.",-1,"Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.",2319,4046.0,5015,STATE,0.36945304437564497,969.0
23,Alaska_11082022_HouseDistrict24.csv,3,4,0.96160001,"Saddler, Dan","Saddler, Dan","Saddler, Dan","Saddler, Dan","Saddler, Dan","Saddler, Dan","Saddler, Dan","Saddler, Dan","Saddler, Dan",3125,6050.0,7500,STATE,0.8013793103448276,1450.0
24,Alaska_11082022_HouseDistrict27.csv,3,4,0.8960644,"Eastman, David","Eastman, David","Eastman, David","Eastman, David","Eastman, David","Eastman, David","Eastman, David","Eastman, David","Eastman, David",2494,3407.0,5590,STATE,0.733852496564361,2183.0
25,Alaska_11082022_HouseDistrict28.csv,4,5,0.79952991,"Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Menard, Steve",2419,4101.0,5956,STATE,0.4339622641509434,1855.0
26,Alaska_11082022_HouseDistrict30.csv,3,4,0.97451556,"McCabe, Kevin J.","McCabe, Kevin J.","McCabe, Kevin J.","McCabe, Kevin J.","McCabe, Kevin J.","McCabe, Kevin J.","McCabe, Kevin J.","McCabe, Kevin J.","Holmes, Doyle E.",3532,6310.0,7534,STATE,0.8431372549019608,1224.0
27,Alaska_11082022_HouseDistrict31.csv,3,4,0.91760302,"Dibert, Maxine L.","Dibert, Maxine L.","Dibert, Maxine L.","LeBon, Barton S.","LeBon, Barton S.","Dibert, Maxine L.","Dibert, Maxine L.","Dibert, Maxine L.","Dibert, Maxine L.",2327,3786.0,5073,STATE,0.6752136752136753,1287.0
28,Alaska_11082022_HouseDistrict32.csv,3,4,0.91522217,"Stapp, Will B.","Stapp, Will B.","Stapp, Will B.","Stapp, Will B.","Stapp, Will B.","Stapp, Will B.","Stapp, Will B.","Stapp, Will B.","Stapp, Will B.",1415,2420.0,3173,STATE,0.6427622841965471,753.0
29,Alaska_11082022_HouseDistrict34.csv,3,4,0.9292683,"Tomaszewski, Frank J.","Tomaszewski, Frank J.","Tomaszewski, Frank J.","Tomaszewski, Frank J.","Tomaszewski, Frank J.","Tomaszewski, Frank J.","Tomaszewski, Frank J.","Tomaszewski, Frank J.","Hopkins, Grier H.",3764,5994.0,7380,STATE,0.6233766233766234,1386.0
30,Alaska_11082022_HouseDistrict35.csv,4,5,0.90710747,"Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","McKinley, Kevin","McKinley, Kevin","McKinley, Kevin","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.",3718,6271.0,7471,STATE,0.4975,1200.0
31,Alaska_11082022_HouseDistrict6.csv,3,4,0.94118267,"Vance, Sarah L.","Vance, Sarah L.","Vance, Sarah L.","Flora, Louis A. ""Louie""","Flora, Louis A. ""Louie""","Flora, Louis A. ""Louie""","Flora, Louis A. ""Louie""","Flora, Louis A. ""Louie""","Flora, Louis A. ""Louie""",5741,8042.0,9521,STATE,0.6213657876943881,1479.0
32,Alaska_11082022_SenateDistrictC.csv,3,4,0.94512415,"Stevens, Gary","Stevens, Gary","Stevens, Gary","Smith, Heath","Smith, Heath","Stevens, Gary","Stevens, Gary","Stevens, Gary","Stevens, Gary",7835,10543.0,13977,STATE,0.7766453115899825,3434.0
33,Alaska_11082022_SenateDistrictD.csv,3,4,0.94079727,"Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.",7664,12475.0,15202,STATE,0.66996699669967,2727.0
34,Alaska_11082022_SenateDistrictE.csv,3,4,0.97468579,"Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy",7565,13537.0,16710,STATE,0.8666876772770249,3173.0
35,Alaska_11082022_SenateDistrictJ.csv,3,4,0.9500578,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest",3632,6532.0,8650,STATE,0.7960339943342776,2118.0
36,Alaska_11082022_SenateDistrictN.csv,3,4,0.87059641,"Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.",5002,6691.0,11553,STATE,0.6925133689839572,4862.0
37,Alaska_11082022_SenateDistrictP.csv,3,4,0.8864556,"Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Matherly, Jim","Matherly, Jim","Matherly, Jim","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott",4060,6266.0,8402,STATE,0.5533707865168539,2136.0
38,Alaska_11082022_SenateDistrictQ.csv,3,4,0.90888804,"Myers, Robert H. Jr.","Myers, Robert H. Jr.","Myers, Robert H. Jr.","Myers, Robert H. Jr.","Myers, Robert H. Jr.","Myers, Robert H. Jr.","Myers, Robert H. Jr.","Myers, Robert H. Jr.","Myers, Robert H. Jr.",8404,10253.0,12995,STATE,0.5681983953318746,2742.0
39,Alaska_11082022_SenateDistrictR.csv,3,4,0.91031516,"Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click",7879,11202.0,14629,STATE,0.6171578640210096,3427.0
40,Alaska_11082022_USRepresentative.csv,4,5,0.85950381,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Begich, Nick","Begich, Nick","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.",88989,215422.0,264968,FEDERAL,0.43884470996649577,49546.0
41,Alaska_11082022_USSenator.csv,4,5,0.8947562,"Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa",94777,215712.0,263512,FEDERAL,0.5592887029288703,47800.0
42,Albany_11082022_BoardofEducation.csv,4,5,0.68710524,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM,908,3307.0,6491,LOCAL,0.4805276381909548,3184.0
43,Albany_11082022_CityCouncil.csv,5,5,0.42024156,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,529,3471.0,7203,LOCAL,0.16720257234726688,3732.0
44,Berkeley_11022010_CityCouncilDistrict1.csv,4,3,0.90872318,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO,,,,2080,,5686,LOCAL,0.5540334855403348,2628.0
45,Berkeley_11022010_CityCouncilDistrict4.csv,4,3,0.86288118,JESSE ARREGUIN,JESSE ARREGUIN,JESSE ARREGUIN,JESSE ARREGUIN,JESSE ARREGUIN,JESSE ARREGUIN,,,,1347,,4755,LOCAL,0.36529865908167414,2461.0
46,Berkeley_11022010_CityCouncilDistrict7.csv,3,3,0.74910051,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,863,1742.0,4169,LOCAL,0.5690152451586321,2427.0
47,Berkeley_11022010_CityCouncilDistrict8.csv,3,3,0.81851852,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,1182,2302.0,4590,LOCAL,0.6359265734265734,2288.0
48,Berkeley_11032020_MayorBerkeleyRCV.csv,4,5,0.8385781,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,21022,40271.0,58344,LOCAL,0.5628838599015106,18073.0
49,Berkeley_11032020_MemberCityCouncilDist2BerkeleyRCV.csv,4,5,0.77812994,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,1711,4968.0,8203,LOCAL,0.5137557959814528,3235.0
50,Berkeley_11032020_MemberCityCouncilDist3BerkeleyRCV.csv,3,5,0.90539837,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,3131,4544.0,7706,LOCAL,0.7694497153700189,3162.0
51,Berkeley_11032020_MemberCityCouncilDist5BerkeleyRCV.csv,3,5,0.89278227,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,5168,7539.0,10017,LOCAL,0.5665859564164649,2478.0
52,Berkeley_11042014_CityCouncilDistrict1.csv,3,3,0.93896967,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO,1957,3298.0,5571,LOCAL,0.8504179498460185,2273.0
53,Berkeley_11042014_CityCouncilDistrict8.csv,4,3,0.80145758,LORI DROSTE,LORI DROSTE,LORI DROSTE,GEORGE BEIER,GEORGE BEIER,LORI DROSTE,,,,735,,4528,LOCAL,0.3692201518288475,2898.0
54,Berkeley_11052024_CityCouncilD3.csv,3,5,0.928880643,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,2060,3942.0,6468,LOCAL,0.8178939034045922,2526.0
55,Berkeley_11052024_CityCouncilD5.csv,3,5,0.907328332,SHOSHANA O'KEEFE,SHOSHANA O'KEEFE,SHOSHANA O'KEEFE,SHOSHANA O'KEEFE,SHOSHANA O'KEEFE,SHOSHANA O'KEEFE,SHOSHANA O'KEEFE,SHOSHANA O'KEEFE,SHOSHANA O'KEEFE,3917,6191.0,8665,LOCAL,0.675424413904608,2474.0
56,Berkeley_11052024_Mayor.csv,5,5,0.761214644,ADENA ISHII,ADENA ISHII,ADENA ISHII,ADENA ISHII,ADENA ISHII,ADENA ISHII,SOPHIE HAHN,SOPHIE HAHN,ADENA ISHII,14007,41397.0,52855,LOCAL,0.2995287135625764,11458.0
57,Berkeley_11062012_CityCouncilDistrict2.csv,3,3,0.91354614,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,1997,3213.0,5795,LOCAL,0.8059643687064292,2582.0
58,Berkeley_11062012_Mayor.csv,7,3,0.85551387,TOM BATES,TOM BATES,TOM BATES,TOM BATES,TOM BATES,TOM BATES,,,,16225,,53057,LOCAL,,
59,Berkeley_11062018_CityCouncilDistrict1.csv,4,3,0.85960466,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,,,,1341,,7892,LOCAL,0.5196160267111853,4792.0
60,Berkeley_11062018_CityCouncilDistrict4.csv,3,3,0.89405543,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,1250,2515.0,5484,LOCAL,0.8043112158976087,2969.0
61,Berkeley_11062018_CityCouncilDistrict7.csv,3,3,0.93070364,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,523,1148.0,2814,LOCAL,0.882953181272509,1666.0
62,Berkeley_11062018_CityCouncilDistrict8.csv,4,3,0.88188618,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,,,,1378,,6553,LOCAL,0.49108170310701954,3476.0
63,Berkeley_11082016_CityCouncilDistrict2.csv,3,3,0.86450166,CHERYL DAVILA,CHERYL DAVILA,DARRYL MOORE,CHERYL DAVILA,CHERYL DAVILA,DARRYL MOORE,CHERYL DAVILA,CHERYL DAVILA,DARRYL MOORE,1872,3560.0,7144,LOCAL,0.7299107142857143,3584.0
64,Berkeley_11082016_CityCouncilDistrict3.csv,4,3,0.84234172,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,,,,1949,,7123,LOCAL,0.5200104629871828,3823.0
65,Berkeley_11082016_CityCouncilDistrict6.csv,3,3,0.88238448,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,2742,4358.0,7465,LOCAL,0.7174122948181526,3107.0
66,Berkeley_11082016_Mayor.csv,8,3,0.90315616,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,,,,13930,,59281,LOCAL,,
67,Bloomington_11072023_CityCouncilDistrict4.csv,3,3,0.976390686,Victor Rivas,Victor Rivas,Victor Rivas,Isaak Rooble,Isaak Rooble,Isaak Rooble,Victor Rivas,Victor Rivas,Victor Rivas,2223,2696.0,3092,LOCAL,0.8156565656565656,396.0
68,Bloomington_11072023_SpecialCityCouncilAtLarge.csv,3,3,0.969042328,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,Chao Moua,13173,16978.0,19349,LOCAL,0.7473639814424293,2371.0
69,Boulder_11072023_Mayor.csv,4,4,0.848168493,Brockett,Brockett,Yates,Brockett,Brockett,Brockett,Brockett,Brockett,Brockett,7026,19782.0,32951,LOCAL,0.6519857240489028,13169.0
70,Burlington_03032009_Mayor.csv,5,5,0.65128207,Bob Kiss,Andy Montroll,Kurt Wright,Bob Kiss,Andy Montroll,Bob Kiss,Bob Kiss,Andy Montroll,Kurt Wright,1504,6260.0,8970,LOCAL,0.22287822878228783,2710.0
71,Burlington_03052024_Mayor.csv,4,5,0.865615312,EMMA MULVANEY-STANAK,EMMA MULVANEY-STANAK,EMMA MULVANEY-STANAK,EMMA MULVANEY-STANAK,EMMA MULVANEY-STANAK,EMMA MULVANEY-STANAK,EMMA MULVANEY-STANAK,EMMA MULVANEY-STANAK,EMMA MULVANEY-STANAK,7266,12119.0,14838,LOCAL,0.3725634424420743,2719.0
72,Burlington_03072006_Mayor.csv,5,5,0.72074467,Bob Kiss,Bob Kiss,Bob Kiss,Bob Kiss,Bob Kiss,Bob Kiss,Bob Kiss,Bob Kiss,Bob Kiss,1886,7446.0,9776,LOCAL,0.1369098712446352,2330.0
73,Burlington_03072023_CityCouncilSouthDistrict.csv,3,4,0.88161808,JOAN SHANNON,JOAN SHANNON,JOAN SHANNON,JOAN SHANNON,JOAN SHANNON,JOAN SHANNON,JOAN SHANNON,JOAN SHANNON,JOAN SHANNON,754,985.0,1681,LOCAL,0.7140804597701149,696.0
74,Corvallis_11082022_CityCouncilWard9.csv,3,3,0.84599507,Tony Cadena,Tony Cadena,Tony Cadena,Tony Cadena,Tony Cadena,Tony Cadena,Tony Cadena,Tony Cadena,Tony Cadena,283,465.0,2422,LOCAL,0.8094021461420542,1957.0
75,Corvallis_11082022_Mayor.csv,3,3,0.80626065,Charles Maughan,Charles Maughan,Charles Maughan,Charles Maughan,Charles Maughan,Charles Maughan,Charles Maughan,Charles Maughan,Charles Maughan,1740,3883.0,20605,LOCAL,0.7612725750508312,16722.0
76,Easthampton_11022021_Mayor.csv,66,4,0.86026204,NICOLE M. LACHAPELLE,NICOLE M. LACHAPELLE,NICOLE M. LACHAPELLE,NICOLE M. LACHAPELLE,NICOLE M. LACHAPELLE,NICOLE M. LACHAPELLE,,,,2510,,4122,LOCAL,,
77,Eastpointe_11052019_CityCouncil.csv,4,4,0.69992006,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,834,2520.0,5002,LOCAL,0.4266720386784851,2482.0
78,ElkRidge_11022021_Mayor.csv,3,3,0.90145147,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK,180,342.0,1309,LOCAL,0.8665977249224406,967.0
79,Hawaii_05232020_PresidentoftheUnitedStateCD1.csv,11,3,0.85318524,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,,,5845,,14583,FEDERAL,,
80,Hawaii_05232020_PresidentoftheUnitedStateCD1CD2.csv,11,3,0.86144787,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,,,13740,,34976,FEDERAL,,
81,Hawaii_05232020_PresidentoftheUnitedStateCD2.csv,11,3,0.85921639,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,,,7895,,20393,FEDERAL,,
82,Kansas_05022020_PRESIDENTOFTHEUNITEDSTATES.csv,5,5,0.77584553,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,39272,121372.0,146979,FEDERAL,0.3055805053305737,25607.0
83,LasCruces_11052019_COUNCILORPOSITION2CITYOFLASCRUCESDISTRICT2COUNCILOR.csv,4,4,0.75066668,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,790,1376.0,2250,LOCAL,0.40045766590389015,874.0
84,LasCruces_11052019_COUNCILORPOSITION4CITYOFLASCRUCESDISTRICT4COUNCILOR.csv,3,3,0.78333336,JOHANA BENCOMO,JOHANA BENCOMO,JOHANA BENCOMO,JOHANA BENCOMO,JOHANA BENCOMO,JOHANA BENCOMO,JOHANA BENCOMO,JOHANA BENCOMO,JOHANA BENCOMO,459,673.0,1560,LOCAL,0.6189402480270575,887.0
85,LasCruces_11052019_MAYORCITYOFLASCRUCES.csv,10,10,0.49374023,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,MIKE A TELLEZ,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,2780,10111.0,14058,LOCAL,0.0,3947.0
86,Maine_06122018_DemocraticPrimaryforCD2.csv,4,5,0.75908899,"Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.","Golden, Jared F.",12049,29823.0,45357,FEDERAL,0.4356250804686494,15534.0
