filename,diff,linearvotersfailure,gamma,null_gamma,mirror,choices,candidates,level,partisan,type,irv1,irv2,condorcet1,plurality1,approval1irv2,condorcet2,plurality2,approval2,approval1,polarization,median_voter_distance,median_voter_preference_distance,bimodality,partisan2
Minneapolis_11072017_Ward11CityCouncil.csv,[],no,0.86008322,,,,3,LOCAL,NO,R,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,0.54254252,0.021172896,0,2.9194746,0
Minneapolis_11072017_Ward12CityCouncil.csv,[],no,0.89367986,,,,3,LOCAL,NO,R,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,0.52352351,0,0,0.40828848,0
Minneapolis_11072017_Ward13CityCouncil.csv,[],no,1,,,,2,LOCAL,NO,R,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,0.997998,0,0,,0
Minneapolis_11072017_Ward1CityCouncil.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.93523616,,,,3,LOCAL,NO,R,Kevin Reich,Jillia Pessenda,Kevin Reich,Kevin Reich,,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Kevin Reich,0.38538539,0.29441157,0.39356849,3.165405,0
Minneapolis_11072017_Ward3CityCouncil.csv,[],no,0.89175636,,,,4,LOCAL,NO,R,Steve Fletcher,Steve Fletcher,Steve Fletcher,Ginger Jentzen,,Steve Fletcher,Ginger Jentzen,Steve Fletcher,Steve Fletcher,0.6026026,0.13758096,0,3.3887103,0
Minneapolis_11072017_Ward4CityCouncil.csv,['Plurality'],no,0.89804071,,,,4,LOCAL,NO,R,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,0.28328329,0.10448653,0,2.6738124,0
Minneapolis_11072017_Ward5CityCouncil.csv,[],no,0.88572109,,,,4,LOCAL,NO,R,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,0.36236235,0.10497554,0,3.4948864,0
Minneapolis_11072017_Ward6CityCouncil.csv,[],no,0.98849618,,,,4,LOCAL,NO,R,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame,,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame,0.24124125,0.11854698,0,3.9610932,0
Minneapolis_11072017_Ward7CityCouncil.csv,[],no,0.87976217,,,,4,LOCAL,NO,R,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,0.12012012,0,0,1.1230412,0
Minneapolis_11072017_Ward8CityCouncil.csv,[],no,0.8026883,,,,4,LOCAL,NO,R,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,0.987988,0.057940468,0,0.22858587,0
Minneapolis_11072017_Ward9CityCouncil.csv,['Approval'],no,0.82210928,,,,4,LOCAL,NO,R,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,,Alondra Cano,Alondra Cano,Mohamed Farah,Alondra Cano,0.24624625,0.18010294,0.25619152,2.1758301,0
Minnetonka_11022021_CityCouncilAtLargeSeatA.csv,[],no,0.92129415,,,,5,LOCAL,NO,R,Deb Calvert,Deb Calvert,Deb Calvert,Deb Calvert,,Deb Calvert,Deb Calvert,Deb Calvert,Deb Calvert,0.71671671,0.032001857,0,0.65708309,0
Minnetonka_11022021_CityCouncilAtLargeSeatB.csv,[],no,0.91912633,,,,5,LOCAL,NO,R,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,0.73673671,0.14871837,0,1.4217825,0
Minnetonka_11022021_Mayor.csv,[],no,1,,,,2,LOCAL,NO,E,Brad Wiersum,Brad Wiersum,Brad Wiersum,Brad Wiersum,,Brad Wiersum,Brad Wiersum,Brad Wiersum,Brad Wiersum,0.996997,0.025932202,0,,0
NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.csv,[],no,1,,,,2,LOCAL,CP,R,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,0.46146145,0,0,,
NewYorkCity_06222021_DEMBoroughPresidentBronx.csv,[],no,0.66626626,,,,5,LOCAL,DP,E,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,0.22622623,0.23106492,0.23106492,3.5838115,
NewYorkCity_06222021_DEMBoroughPresidentKings.csv,[],no,0.68733287,,,,12,LOCAL,DP,E,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,0.068068065,0,0,2.5053067,
NewYorkCity_06222021_DEMBoroughPresidentNewYork.csv,[],no,0.67725712,,,,7,LOCAL,DP,E,Mark D. Levine,Mark D. Levine,Mark D. Levine,Mark D. Levine,,Mark D. Levine,Mark D. Levine,Mark D. Levine,Mark D. Levine,0.090090089,0,0,3.2080369,
NewYorkCity_06222021_DEMBoroughPresidentQueens.csv,"['IRV', 'Condorcet', 'Plurality']",yes,0.92290205,,,,3,LOCAL,DP,E,Donovan J. Richards Jr.,Elizabeth S. Crowley,Donovan J. Richards Jr.,Donovan J. Richards Jr.,,Elizabeth S. Crowley,Elizabeth S. Crowley,Elizabeth S. Crowley,Elizabeth S. Crowley,0.43643644,0.42988339,0.44173881,3.6999958,
NewYorkCity_06222021_DEMBoroughPresidentRichmond.csv,[],no,0.68507642,,,,5,LOCAL,DP,E,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,0.18518518,0,0,1.4831103,
NewYorkCity_06222021_DEMComptrollerCitywide.csv,[],no,0.66401404,,,,10,LOCAL,DP,O,Brad Lander,Brad Lander,Brad Lander,Brad Lander,,Brad Lander,Brad Lander,Corey D. Johnson,Corey D. Johnson,0.14414415,0,0,1.6381356,
NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict.csv,[],no,0.69567877,,,,8,LOCAL,DP,R,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,0.12112112,0.02312796,0.02312796,2.7797029,
NewYorkCity_06222021_DEMCouncilMember11thCouncilDistrict.csv,[],no,0.64479786,,,,7,LOCAL,DP,R,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,0.085085087,0,0,1.8569193,
NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict.csv,['Approval'],no,0.85093135,,,,3,LOCAL,DP,R,Kevin Riley,Kevin Riley,Kevin Riley,Kevin Riley,,Kevin Riley,Kevin Riley,Pamela A. Hamilton-Johnson,Kevin Riley,0.52552551,0.37019914,0.52830935,2.299861,
NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict.csv,[],no,0.69551247,,,,5,LOCAL,DP,R,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,0.44444445,0,0,1.8701937,
NewYorkCity_06222021_DEMCouncilMember14thCouncilDistrict.csv,[],no,0.59940714,,,,6,LOCAL,DP,R,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,0.13613613,0,0,2.3632915,
NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict.csv,[],no,0.64000487,,,,8,LOCAL,DP,R,Oswald Feliz,Oswald Feliz,Oswald Feliz,Oswald Feliz,,Oswald Feliz,Oswald Feliz,Oswald Feliz,Oswald Feliz,0.24824825,0,0,2.1673939,
NewYorkCity_06222021_DEMCouncilMember16thCouncilDistrict.csv,[],no,0.81974506,,,,4,LOCAL,DP,R,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens,,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens,0.37037036,0.073436879,0,1.633158,
NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.csv,[],no,1,,,,2,LOCAL,DP,R,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,0.992993,0.31458578,0,,
NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.58114177,,,,8,LOCAL,DP,R,Amanda Farias,William Rivera,Amanda Farias,Amanda Farias,,William Rivera,William Rivera,William Rivera,Amanda Farias,0.1941942,0.078463845,0.070734888,2.7819214,
NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict.csv,[],no,0.72241342,,,,6,LOCAL,DP,R,Tony Avella,Tony Avella,Tony Avella,Tony Avella,,Tony Avella,Tony Avella,Tony Avella,Tony Avella,0.14614615,0.11672536,0.14826339,3.0049505,
NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict.csv,[],no,0.64229131,,,,9,LOCAL,DP,R,Christopher Marte,Christopher Marte,Christopher Marte,Christopher Marte,,Christopher Marte,Christopher Marte,Christopher Marte,Christopher Marte,0.43443444,0.2303821,0.3052161,2.2444971,
NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict.csv,[],no,0.65717775,,,,8,LOCAL,DP,R,Sandra Ung,Sandra Ung,Sandra Ung,Sandra Ung,,Sandra Ung,Sandra Ung,Sandra Ung,Sandra Ung,0.2122122,0,0,3.5464358,
NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict.csv,[],no,0.73592633,,,,5,LOCAL,DP,R,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,0.1991992,0.10002326,0,1.6934533,
NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict.csv,[],no,0.68795025,,,,6,LOCAL,DP,R,Tiffany Caban,Tiffany Caban,Tiffany Caban,Tiffany Caban,,Tiffany Caban,Tiffany Caban,Tiffany Caban,Tiffany Caban,0.44444445,0,0,0.82376438,
NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict.csv,[],no,0.65557706,,,,7,LOCAL,DP,R,Linda Lee,Linda Lee,Linda Lee,Linda Lee,,Linda Lee,Linda Lee,Linda Lee,Linda Lee,0.18118118,0,0,3.2558677,
NewYorkCity_06222021_DEMCouncilMember24thCouncilDistrict.csv,[],no,0.7804296,,,,4,LOCAL,DP,R,James F. Gennaro,James F. Gennaro,James F. Gennaro,James F. Gennaro,,James F. Gennaro,James F. Gennaro,James F. Gennaro,James F. Gennaro,0.988989,0,0,1.1472192,
NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.csv,"['IRV', 'Condorcet', 'Approval']",no,0.66188782,,,,8,LOCAL,DP,R,Shekar Krishnan,Yi Andy Chen,Shekar Krishnan,Yi Andy Chen,,Yi Andy Chen,Yi Andy Chen,Yi Andy Chen,Shekar Krishnan,0.34934935,0.074123628,0.10668697,2.8322339,
NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict.csv,[],no,0.47999999,,,,15,LOCAL,DP,R,Julie Won,Julie Won,Julie Won,Julie Won,,Julie Won,Julie Won,Julie Won,Julie Won,0.11711711,0.007974289,0.007974289,2.1054399,
NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict.csv,[],no,0.48863858,,,,12,LOCAL,DP,R,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,0.22622623,0.015192161,0.009847187,1.9097545,
NewYorkCity_06222021_DEMCouncilMember28thCouncilDistrict.csv,[],no,0.89020389,,,,3,LOCAL,DP,R,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,0.98999,0.18755545,0,2.3077183,
NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict.csv,[],no,0.61665988,,,,9,LOCAL,DP,R,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,0.14014015,0.021507036,0.021507036,1.9828609,
NewYorkCity_06222021_DEMCouncilMember2ndCouncilDistrict.csv,[],no,1,,,,2,LOCAL,DP,R,Carlina Rivera,Carlina Rivera,Carlina Rivera,Carlina Rivera,,Carlina Rivera,Carlina Rivera,Carlina Rivera,Carlina Rivera,0.995996,0.04725723,0,,
NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.csv,[],no,1,,,,2,LOCAL,DP,R,Robert F. Holden,Robert F. Holden,Robert F. Holden,Robert F. Holden,,Robert F. Holden,Robert F. Holden,Robert F. Holden,Robert F. Holden,0.995996,0.35871559,0,,
NewYorkCity_06222021_DEMCouncilMember31stCouncilDistrict.csv,[],no,0.87961978,,,,3,LOCAL,DP,R,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,0.5095095,0.088421963,0,1.1596109,
NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.69044125,,,,6,LOCAL,DP,R,Felicia Singh,Michael G. Scala,Felicia Singh,Felicia Singh,,Michael G. Scala,Michael G. Scala,Michael G. Scala,Felicia Singh,0.47547546,0.33703339,0.32271838,3.2086916,
NewYorkCity_06222021_DEMCouncilMember33rdCouncilDistrict.csv,[],no,0.70025361,,,,8,LOCAL,DP,R,Lincoln Restler,Lincoln Restler,Lincoln Restler,Lincoln Restler,,Lincoln Restler,Lincoln Restler,Lincoln Restler,Lincoln Restler,0.2902903,0,0,1.0076522,
NewYorkCity_06222021_DEMCouncilMember34thCouncilDistrict.csv,[],no,0.82165295,,,,4,LOCAL,DP,R,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez,,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez,0.25525525,0,0,0.64792055,
NewYorkCity_06222021_DEMCouncilMember35thCouncilDistrict.csv,[],no,0.73563612,,,,7,LOCAL,DP,R,Crystal Hudson,Crystal Hudson,Crystal Hudson,Crystal Hudson,,Crystal Hudson,Crystal Hudson,Crystal Hudson,Crystal Hudson,0.063063063,0.0436114,0.067642637,3.6888583,
NewYorkCity_06222021_DEMCouncilMember36thCouncilDistrict.csv,['Approval'],no,0.73489934,,,,5,LOCAL,DP,R,Chi A. Osse,Chi A. Osse,Chi A. Osse,Chi A. Osse,,Chi A. Osse,Chi A. Osse,Chi A. Osse,Tahirah A. Moore,0.21421422,0.22629173,0.22629173,2.3138943,
NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict.csv,[],no,0.7021687,,,,6,LOCAL,DP,R,Sandy Nurse,Sandy Nurse,Sandy Nurse,Sandy Nurse,,Sandy Nurse,Sandy Nurse,Sandy Nurse,Sandy Nurse,0.082082085,0,0,2.3136649,
NewYorkCity_06222021_DEMCouncilMember38thCouncilDistrict.csv,[],no,0.70643109,,,,6,LOCAL,DP,R,Alexa Aviles,Alexa Aviles,Alexa Aviles,Alexa Aviles,,Alexa Aviles,Alexa Aviles,Alexa Aviles,Alexa Aviles,0.3043043,0,0,3.5151813,
NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.csv,[],no,0.670614,,,,7,LOCAL,DP,R,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,0.13413413,0.008111102,0,2.8897443,
NewYorkCity_06222021_DEMCouncilMember3rdCouncilDistrict.csv,[],no,0.72500265,,,,6,LOCAL,DP,R,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,0.38338339,0,0,1.1435746,
NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.csv,[],no,0.60243279,,,,11,LOCAL,DP,R,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,0.17617618,0.068476066,0.068476066,1.9928708,
NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.csv,[],no,1,,,,2,LOCAL,DP,R,Darlene Mealy,Darlene Mealy,Darlene Mealy,Darlene Mealy,,Darlene Mealy,Darlene Mealy,Darlene Mealy,Darlene Mealy,0.992993,0.37213615,0,,
NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict.csv,[],no,0.75726354,,,,4,LOCAL,DP,R,Charles Barron,Charles Barron,Charles Barron,Charles Barron,,Charles Barron,Charles Barron,Charles Barron,Charles Barron,0.3103103,0.20566323,0.31497833,2.9584496,
NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.csv,[],no,0.92947584,,,,3,LOCAL,DP,R,Farah N. Louis,Farah N. Louis,Farah N. Louis,Farah N. Louis,,Farah N. Louis,Farah N. Louis,Farah N. Louis,Farah N. Louis,0.47447446,0.028753841,0,1.2263174,
NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.csv,[],no,0.63560104,,,,8,LOCAL,DP,R,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,0.18718718,0,0,2.8124335,
NewYorkCity_06222021_DEMCouncilMember47thCouncilDistrict.csv,[],no,0.76352531,,,,4,LOCAL,DP,R,Ari Kagan,Ari Kagan,Ari Kagan,Ari Kagan,,Ari Kagan,Ari Kagan,Ari Kagan,Ari Kagan,0.2912913,0.29638344,0.29638344,3.2927771,
NewYorkCity_06222021_DEMCouncilMember48thCouncilDistrict.csv,[],no,0.71461189,,,,5,LOCAL,DP,R,Steven Saperstein,Steven Saperstein,Steven Saperstein,Steven Saperstein,,Steven Saperstein,Steven Saperstein,Steven Saperstein,Steven Saperstein,0.42842844,0,0,3.2194092,
NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,[],no,0.54372817,,,,9,LOCAL,DP,R,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,0.11211211,0.024535932,0.024535932,2.2387688,
NewYorkCity_06222021_DEMCouncilMember5thCouncilDistrict.csv,[],no,0.67428684,,,,7,LOCAL,DP,R,Julie Menin,Julie Menin,Julie Menin,Julie Menin,,Julie Menin,Julie Menin,Julie Menin,Julie Menin,0.061061062,0,0,1.9906046,
NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,[],no,0.73084438,,,,6,LOCAL,DP,R,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,0.6046046,0,0,0.68728423,
NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.csv,[],no,0.58662874,,,,12,LOCAL,DP,R,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu,,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu,0.16616617,0,0,1.9571977,
NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict.csv,[],no,0.7518816,,,,4,LOCAL,DP,R,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,0.28728729,0.1145523,0,2.1648986,
NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.csv,"['IRV', 'Condorcet']",yes,0.52576035,,,,13,LOCAL,DP,R,Kristin Richardson Jordan,Bill Perkins,Kristin Richardson Jordan,Bill Perkins,,Bill Perkins,Bill Perkins,Bill Perkins,Bill Perkins,0.1981982,0.088648789,0.072241746,3.1540782,
NewYorkCity_06222021_DEMMayorCitywide.csv,[],no,0.46266127,,,,13,LOCAL,DP,E,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,0.13013013,0.096646242,0.085003331,3.6365592,
NewYorkCity_06222021_DEMPublicAdvocateCitywide.csv,[],no,0.89846742,,,,3,LOCAL,DP,O,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,0.5055055,0.02088389,0,1.4098727,
NewYorkCity_06222021_REPBoroughPresidentQueens.csv,[],no,1,,,,2,LOCAL,RP,E,219566,219566,219566,219566,,219566,219566,219566,219566,,,,,
NewYorkCity_06222021_REPBoroughPresidentRichmond.csv,"['IRV', 'Condorcet']",yes,0.84187448,,,,4,LOCAL,RP,E,Vito Fossella,Steven Matteo,Vito Fossella,Vito Fossella,,Steven Matteo,Vito Fossella,Vito Fossella,Vito Fossella,0.24424425,0.24875647,0.24875647,3.7409368,
NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict.csv,[],no,1,,,,2,LOCAL,RP,R,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz,,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz,0.993994,0.42424244,0,,
NewYorkCity_06222021_REPCouncilMember19thCouncilDistrict.csv,[],no,1,,,,2,LOCAL,RP,R,Vickie Paladino,Vickie Paladino,Vickie Paladino,Vickie Paladino,,Vickie Paladino,Vickie Paladino,Vickie Paladino,Vickie Paladino,0.993994,0.45227832,0,,
NewYorkCity_06222021_REPCouncilMember23rdCouncilDistrict.csv,[],no,1,,,,2,LOCAL,RP,R,James F. Reilly,James F. Reilly,James F. Reilly,James F. Reilly,,James F. Reilly,James F. Reilly,James F. Reilly,James F. Reilly,0.994995,0.23826715,0,,
NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict.csv,[],no,1,,,,2,LOCAL,RP,R,Timothy Rosen,Timothy Rosen,Timothy Rosen,Timothy Rosen,,Timothy Rosen,Timothy Rosen,Timothy Rosen,Timothy Rosen,0.992993,0.31981131,0,,
NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.csv,[],no,1,,,,2,LOCAL,RP,R,Joann Ariola,Joann Ariola,Joann Ariola,Joann Ariola,,Joann Ariola,Joann Ariola,Joann Ariola,Joann Ariola,0.996997,0,0,,
NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,"['IRV', 'Condorcet']",no,0.77151197,,,,5,LOCAL,RP,R,David M. Carr,Marko Kepi,David M. Carr,Marko Kepi,,Marko Kepi,Marko Kepi,Marko Kepi,Marko Kepi,0.1921922,0,0,3.3223648,
NewYorkCity_06222021_REPMayorCitywide.csv,[],no,1,,,,2,LOCAL,RP,E,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa,,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa,0.993994,0.19758105,0,,
Oakland_11022010_CityAuditor.csv,[],no,1,,,,2,LOCAL,NO,O,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,0.991992,0.26797071,0,,0
Oakland_11022010_CityCouncilDistrict2.csv,[],no,1,,,,2,LOCAL,NO,E,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,0.993994,0.26379836,0,,0
Oakland_11022010_CityCouncilDistrict4.csv,[],no,0.84913939,,,,7,LOCAL,NO,R,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,0.061061062,0,0,2.711566,0
Oakland_11022010_CityCouncilDistrict6.csv,[],no,0.82001865,,,,3,LOCAL,NO,R,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,0.98098099,0.17700155,0,1.0727967,0
Oakland_11022010_Mayor.csv,[],no,0.76874489,,,,10,LOCAL,NO,E,JEAN QUAN,JEAN QUAN,JEAN QUAN,DON PERATA,,JEAN QUAN,DON PERATA,JEAN QUAN,JEAN QUAN,0.2002002,0.10239258,0.06962052,3.1074193,0
Oakland_11022010_SchoolDirectorDistrict4.csv,[],no,1,,,,2,LOCAL,NO,B,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,0.992993,0.24015805,0,,0
Oakland_11032020_CityAttorneyOaklandRCV.csv,[],no,1,,,,2,LOCAL,NO,O,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,0.991992,0.20310512,0,,0
Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.87749738,,,,3,LOCAL,NO,R,REBECCA KAPLAN,DERRECK B. JOHNSON,REBECCA KAPLAN,REBECCA KAPLAN,,DERRECK B. JOHNSON,DERRECK B. JOHNSON,DERRECK B. JOHNSON,REBECCA KAPLAN,0.46846846,0.30520985,0.47288936,3.2231793,0
Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,[],no,0.86912441,,,,3,LOCAL,NO,R,DAN KALB,DAN KALB,DAN KALB,DAN KALB,,DAN KALB,DAN KALB,DAN KALB,DAN KALB,0.4964965,0.25698411,0.50208104,1.8455431,0
